host,issue_id,severity,issue,finding,remediation
148.55.63.175,VULN-11625,CRITICAL,open_port,Misconfig found,Apply patch
41.235.238.41,VULN-11626,LOW,config_issue,Open port exposed,Restrict port
54.13.187.81,VULN-11627,MEDIUM,config_issue,Open port exposed,Apply patch
123.29.59.183,VULN-11628,CRITICAL,weak_cipher,Open port exposed,Restrict port
144.167.175.45,VULN-11629,LOW,config_issue,Misconfig found,Restrict port
97.219.146.11,VULN-11630,CRITICAL,config_issue,Weak cipher detected,Fix config
199.187.249.232,VULN-11631,MEDIUM,open_port,Open port exposed,Apply patch
193.157.1.126,VULN-11632,MEDIUM,weak_cipher,Misconfig found,Apply patch
218.187.103.69,VULN-11633,LOW,config_issue,Open port exposed,Restrict port
163.81.98.101,VULN-11634,LOW,open_port,Open port exposed,Fix config
89.165.220.201,VULN-11635,MEDIUM,weak_cipher,Misconfig found,Fix config
69.105.57.30,VULN-11636,HIGH,open_port,Open port exposed,Fix config
79.219.246.252,VULN-11637,CRITICAL,config_issue,Open port exposed,Restrict port
127.128.176.142,VULN-11638,LOW,open_port,Weak cipher detected,Restrict port
95.11.56.166,VULN-11639,CRITICAL,open_port,Weak cipher detected,Fix config
34.98.32.23,VULN-11640,MEDIUM,open_port,Open port exposed,Restrict port
195.40.182.128,VULN-11641,CRITICAL,config_issue,Misconfig found,Restrict port
138.136.232.159,VULN-11642,HIGH,weak_cipher,Misconfig found,Fix config
12.202.77.144,VULN-11643,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
244.223.91.39,VULN-11644,CRITICAL,open_port,Misconfig found,Restrict port
149.199.85.101,VULN-11645,CRITICAL,open_port,Weak cipher detected,Apply patch
178.223.97.206,VULN-11646,MEDIUM,open_port,Open port exposed,Apply patch
79.4.107.1,VULN-11647,CRITICAL,open_port,Weak cipher detected,Restrict port
186.36.212.208,VULN-11648,CRITICAL,weak_cipher,Misconfig found,Fix config
115.8.195.186,VULN-11649,LOW,weak_cipher,Open port exposed,Restrict port
69.116.42.108,VULN-11650,MEDIUM,open_port,Weak cipher detected,Apply patch
4.250.205.218,VULN-11651,LOW,weak_cipher,Misconfig found,Restrict port
125.7.25.85,VULN-11652,MEDIUM,weak_cipher,Misconfig found,Fix config
188.140.199.190,VULN-11653,LOW,config_issue,Open port exposed,Fix config
229.103.199.185,VULN-11654,LOW,open_port,Weak cipher detected,Fix config
190.186.112.179,VULN-11655,MEDIUM,config_issue,Open port exposed,Restrict port
236.181.25.20,VULN-11656,MEDIUM,open_port,Open port exposed,Apply patch
104.47.83.80,VULN-11657,LOW,weak_cipher,Weak cipher detected,Fix config
60.237.220.13,VULN-11658,LOW,config_issue,Misconfig found,Apply patch
55.162.200.121,VULN-11659,MEDIUM,weak_cipher,Misconfig found,Apply patch
216.28.175.81,VULN-11660,HIGH,open_port,Weak cipher detected,Fix config
193.107.8.241,VULN-11661,HIGH,config_issue,Weak cipher detected,Apply patch
86.24.250.194,VULN-11662,HIGH,open_port,Open port exposed,Apply patch
151.248.28.118,VULN-11663,CRITICAL,open_port,Misconfig found,Fix config
184.65.173.67,VULN-11664,HIGH,open_port,Weak cipher detected,Fix config
226.146.37.80,VULN-11665,MEDIUM,weak_cipher,Misconfig found,Apply patch
243.202.178.204,VULN-11666,CRITICAL,open_port,Weak cipher detected,Apply patch
136.130.242.90,VULN-11667,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
121.97.123.179,VULN-11668,LOW,weak_cipher,Weak cipher detected,Fix config
50.101.241.175,VULN-11669,HIGH,open_port,Open port exposed,Fix config
64.78.115.157,VULN-11670,LOW,weak_cipher,Open port exposed,Restrict port
159.10.253.16,VULN-11671,HIGH,config_issue,Misconfig found,Restrict port
54.129.180.133,VULN-11672,CRITICAL,weak_cipher,Open port exposed,Restrict port
162.83.219.216,VULN-11673,MEDIUM,config_issue,Weak cipher detected,Fix config
183.150.193.41,VULN-11674,HIGH,weak_cipher,Weak cipher detected,Restrict port
122.59.140.60,VULN-11675,LOW,config_issue,Weak cipher detected,Fix config
237.207.173.143,VULN-11676,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
5.46.229.79,VULN-11677,CRITICAL,open_port,Open port exposed,Fix config
58.55.193.24,VULN-11678,CRITICAL,open_port,Weak cipher detected,Fix config
240.13.51.111,VULN-11679,CRITICAL,weak_cipher,Open port exposed,Restrict port
243.24.75.175,VULN-11680,MEDIUM,config_issue,Misconfig found,Apply patch
124.32.227.37,VULN-11681,LOW,weak_cipher,Open port exposed,Fix config
185.109.120.154,VULN-11682,MEDIUM,open_port,Open port exposed,Fix config
77.179.38.82,VULN-11683,LOW,config_issue,Open port exposed,Restrict port
44.159.34.161,VULN-11684,CRITICAL,weak_cipher,Misconfig found,Apply patch
52.196.182.139,VULN-11685,CRITICAL,weak_cipher,Misconfig found,Apply patch
251.247.246.211,VULN-11686,CRITICAL,weak_cipher,Misconfig found,Apply patch
78.148.146.129,VULN-11687,MEDIUM,config_issue,Open port exposed,Apply patch
115.193.54.235,VULN-11688,CRITICAL,weak_cipher,Misconfig found,Restrict port
176.171.72.55,VULN-11689,CRITICAL,config_issue,Misconfig found,Apply patch
183.186.78.72,VULN-11690,CRITICAL,open_port,Misconfig found,Restrict port
204.229.197.165,VULN-11691,CRITICAL,config_issue,Open port exposed,Restrict port
187.243.115.8,VULN-11692,LOW,open_port,Misconfig found,Fix config
156.29.155.122,VULN-11693,CRITICAL,open_port,Weak cipher detected,Apply patch
39.74.46.17,VULN-11694,CRITICAL,open_port,Open port exposed,Apply patch
38.8.159.232,VULN-11695,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
25.199.220.251,VULN-11696,CRITICAL,open_port,Misconfig found,Restrict port
211.136.16.32,VULN-11697,CRITICAL,config_issue,Open port exposed,Fix config
235.192.184.253,VULN-11698,LOW,weak_cipher,Open port exposed,Restrict port
26.170.187.135,VULN-11699,CRITICAL,weak_cipher,Open port exposed,Apply patch
253.14.233.41,VULN-11700,LOW,weak_cipher,Weak cipher detected,Fix config
78.212.69.100,VULN-11701,LOW,weak_cipher,Open port exposed,Fix config
237.145.199.73,VULN-11702,HIGH,config_issue,Misconfig found,Fix config
152.228.64.192,VULN-11703,CRITICAL,weak_cipher,Misconfig found,Restrict port
221.213.197.225,VULN-11704,MEDIUM,weak_cipher,Weak cipher detected,Fix config
226.194.51.240,VULN-11705,CRITICAL,open_port,Weak cipher detected,Restrict port
161.161.79.137,VULN-11706,HIGH,weak_cipher,Open port exposed,Restrict port
226.114.105.193,VULN-11707,MEDIUM,config_issue,Weak cipher detected,Apply patch
225.74.177.13,VULN-11708,CRITICAL,open_port,Open port exposed,Restrict port
226.35.47.91,VULN-11709,LOW,weak_cipher,Open port exposed,Restrict port
28.137.184.29,VULN-11710,LOW,config_issue,Misconfig found,Fix config
248.112.201.58,VULN-11711,HIGH,open_port,Open port exposed,Fix config
241.102.142.28,VULN-11712,CRITICAL,config_issue,Misconfig found,Apply patch
116.58.208.74,VULN-11713,CRITICAL,config_issue,Misconfig found,Apply patch
228.20.245.58,VULN-11714,LOW,weak_cipher,Misconfig found,Apply patch
66.71.74.42,VULN-11715,MEDIUM,open_port,Misconfig found,Apply patch
173.219.202.2,VULN-11716,MEDIUM,config_issue,Open port exposed,Fix config
201.53.248.109,VULN-11717,LOW,weak_cipher,Open port exposed,Fix config
228.176.176.121,VULN-11718,LOW,open_port,Weak cipher detected,Apply patch
170.161.133.31,VULN-11719,HIGH,weak_cipher,Weak cipher detected,Restrict port
9.152.158.60,VULN-11720,LOW,open_port,Misconfig found,Fix config
243.191.61.206,VULN-11721,HIGH,config_issue,Open port exposed,Fix config
104.111.53.237,VULN-11722,MEDIUM,config_issue,Weak cipher detected,Fix config
254.64.188.174,VULN-11723,MEDIUM,config_issue,Misconfig found,Restrict port
199.11.151.42,VULN-11724,CRITICAL,weak_cipher,Open port exposed,Apply patch
64.57.203.122,VULN-11725,LOW,weak_cipher,Weak cipher detected,Apply patch
228.173.26.112,VULN-11726,CRITICAL,open_port,Open port exposed,Apply patch
111.119.26.109,VULN-11727,MEDIUM,weak_cipher,Misconfig found,Restrict port
166.199.83.146,VULN-11728,MEDIUM,open_port,Open port exposed,Apply patch
125.89.43.209,VULN-11729,MEDIUM,weak_cipher,Misconfig found,Restrict port
147.127.40.71,VULN-11730,CRITICAL,config_issue,Weak cipher detected,Fix config
22.131.217.87,VULN-11731,MEDIUM,weak_cipher,Weak cipher detected,Fix config
43.109.240.20,VULN-11732,CRITICAL,weak_cipher,Open port exposed,Fix config
223.77.140.169,VULN-11733,MEDIUM,open_port,Open port exposed,Fix config
208.56.71.63,VULN-11734,CRITICAL,weak_cipher,Open port exposed,Restrict port
147.7.50.215,VULN-11735,HIGH,open_port,Open port exposed,Restrict port
219.171.92.67,VULN-11736,LOW,config_issue,Weak cipher detected,Restrict port
111.246.122.188,VULN-11737,LOW,weak_cipher,Weak cipher detected,Fix config
164.187.227.199,VULN-11738,HIGH,weak_cipher,Weak cipher detected,Fix config
72.204.254.186,VULN-11739,HIGH,weak_cipher,Misconfig found,Fix config
126.81.55.116,VULN-11740,LOW,open_port,Open port exposed,Fix config
17.43.216.193,VULN-11741,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
186.46.131.41,VULN-11742,LOW,config_issue,Weak cipher detected,Apply patch
177.211.37.182,VULN-11743,HIGH,open_port,Open port exposed,Apply patch
253.193.226.89,VULN-11744,LOW,config_issue,Open port exposed,Apply patch
160.148.39.231,VULN-11745,LOW,weak_cipher,Misconfig found,Apply patch
251.127.27.228,VULN-11746,LOW,weak_cipher,Misconfig found,Apply patch
176.133.223.60,VULN-11747,MEDIUM,open_port,Misconfig found,Restrict port
218.189.159.147,VULN-11748,LOW,open_port,Misconfig found,Restrict port
149.164.195.174,VULN-11749,CRITICAL,config_issue,Open port exposed,Apply patch
212.229.251.70,VULN-11750,MEDIUM,config_issue,Misconfig found,Apply patch
217.110.215.212,VULN-11751,CRITICAL,config_issue,Misconfig found,Fix config
147.22.214.45,VULN-11752,LOW,open_port,Open port exposed,Apply patch
159.244.34.96,VULN-11753,HIGH,open_port,Open port exposed,Restrict port
172.75.173.32,VULN-11754,HIGH,weak_cipher,Misconfig found,Apply patch
41.36.178.23,VULN-11755,CRITICAL,open_port,Weak cipher detected,Apply patch
129.48.133.42,VULN-11756,MEDIUM,config_issue,Weak cipher detected,Fix config
110.204.206.130,VULN-11757,CRITICAL,open_port,Misconfig found,Restrict port
165.51.236.204,VULN-11758,HIGH,open_port,Weak cipher detected,Fix config
135.237.117.63,VULN-11759,MEDIUM,config_issue,Misconfig found,Apply patch
251.112.65.121,VULN-11760,LOW,open_port,Weak cipher detected,Apply patch
91.110.123.136,VULN-11761,HIGH,config_issue,Weak cipher detected,Fix config
91.82.17.37,VULN-11762,CRITICAL,open_port,Weak cipher detected,Apply patch
252.131.253.217,VULN-11763,MEDIUM,weak_cipher,Misconfig found,Fix config
8.175.104.90,VULN-11764,LOW,weak_cipher,Misconfig found,Restrict port
94.163.131.185,VULN-11765,MEDIUM,config_issue,Weak cipher detected,Restrict port
110.197.229.51,VULN-11766,LOW,weak_cipher,Misconfig found,Fix config
123.110.222.67,VULN-11767,CRITICAL,open_port,Open port exposed,Fix config
103.201.177.177,VULN-11768,HIGH,open_port,Misconfig found,Fix config
57.55.56.11,VULN-11769,MEDIUM,config_issue,Weak cipher detected,Restrict port
154.183.222.84,VULN-11770,CRITICAL,open_port,Open port exposed,Fix config
234.232.70.53,VULN-11771,MEDIUM,weak_cipher,Misconfig found,Restrict port
67.238.38.236,VULN-11772,HIGH,config_issue,Open port exposed,Restrict port
201.165.70.212,VULN-11773,MEDIUM,weak_cipher,Misconfig found,Fix config
244.94.31.87,VULN-11774,LOW,open_port,Misconfig found,Apply patch
89.21.127.83,VULN-11775,CRITICAL,config_issue,Misconfig found,Apply patch
114.158.82.184,VULN-11776,HIGH,open_port,Weak cipher detected,Apply patch
8.12.150.104,VULN-11777,HIGH,config_issue,Misconfig found,Apply patch
146.103.106.87,VULN-11778,MEDIUM,config_issue,Weak cipher detected,Restrict port
56.213.62.62,VULN-11779,HIGH,weak_cipher,Misconfig found,Fix config
134.149.84.221,VULN-11780,MEDIUM,config_issue,Weak cipher detected,Apply patch
63.12.160.133,VULN-11781,LOW,open_port,Open port exposed,Restrict port
113.75.94.70,VULN-11782,CRITICAL,config_issue,Misconfig found,Fix config
163.10.98.223,VULN-11783,HIGH,weak_cipher,Open port exposed,Apply patch
137.119.90.167,VULN-11784,MEDIUM,open_port,Misconfig found,Restrict port
5.90.246.131,VULN-11785,HIGH,weak_cipher,Weak cipher detected,Fix config
81.181.211.186,VULN-11786,CRITICAL,config_issue,Open port exposed,Fix config
10.115.37.91,VULN-11787,MEDIUM,weak_cipher,Misconfig found,Apply patch
152.86.124.191,VULN-11788,LOW,open_port,Weak cipher detected,Fix config
157.29.149.30,VULN-11789,MEDIUM,weak_cipher,Open port exposed,Apply patch
52.20.84.24,VULN-11790,LOW,weak_cipher,Weak cipher detected,Restrict port
135.33.20.131,VULN-11791,MEDIUM,weak_cipher,Open port exposed,Fix config
230.156.169.219,VULN-11792,MEDIUM,open_port,Open port exposed,Apply patch
198.98.31.206,VULN-11793,LOW,weak_cipher,Open port exposed,Apply patch
37.208.139.243,VULN-11794,LOW,open_port,Open port exposed,Apply patch
151.211.147.147,VULN-11795,HIGH,weak_cipher,Open port exposed,Apply patch
133.117.196.174,VULN-11796,HIGH,config_issue,Weak cipher detected,Restrict port
210.18.96.2,VULN-11797,CRITICAL,config_issue,Misconfig found,Apply patch
137.18.162.215,VULN-11798,HIGH,config_issue,Weak cipher detected,Restrict port
137.242.180.48,VULN-11799,HIGH,open_port,Misconfig found,Restrict port
145.242.179.108,VULN-11800,CRITICAL,weak_cipher,Open port exposed,Fix config
198.138.80.28,VULN-11801,MEDIUM,open_port,Misconfig found,Restrict port
160.156.234.125,VULN-11802,LOW,open_port,Open port exposed,Apply patch
74.189.73.110,VULN-11803,HIGH,weak_cipher,Misconfig found,Apply patch
212.163.236.154,VULN-11804,HIGH,config_issue,Weak cipher detected,Restrict port
224.254.99.13,VULN-11805,HIGH,config_issue,Misconfig found,Apply patch
146.188.247.57,VULN-11806,MEDIUM,config_issue,Misconfig found,Apply patch
13.159.58.94,VULN-11807,MEDIUM,config_issue,Weak cipher detected,Fix config
10.206.208.10,VULN-11808,CRITICAL,open_port,Open port exposed,Restrict port
11.247.96.221,VULN-11809,CRITICAL,open_port,Open port exposed,Restrict port
116.94.88.60,VULN-11810,MEDIUM,config_issue,Weak cipher detected,Fix config
227.207.139.111,VULN-11811,LOW,open_port,Open port exposed,Apply patch
129.90.160.233,VULN-11812,CRITICAL,weak_cipher,Misconfig found,Apply patch
66.5.157.82,VULN-11813,LOW,weak_cipher,Weak cipher detected,Apply patch
173.175.86.18,VULN-11814,CRITICAL,open_port,Weak cipher detected,Apply patch
250.110.65.9,VULN-11815,MEDIUM,config_issue,Open port exposed,Restrict port
26.184.192.92,VULN-11816,LOW,config_issue,Open port exposed,Restrict port
197.224.210.206,VULN-11817,MEDIUM,open_port,Misconfig found,Fix config
103.138.228.78,VULN-11818,CRITICAL,open_port,Weak cipher detected,Apply patch
85.242.245.123,VULN-11819,MEDIUM,config_issue,Misconfig found,Restrict port
149.242.111.197,VULN-11820,CRITICAL,weak_cipher,Misconfig found,Restrict port
206.131.57.144,VULN-11821,CRITICAL,weak_cipher,Misconfig found,Fix config
32.71.10.229,VULN-11822,HIGH,weak_cipher,Weak cipher detected,Restrict port
1.165.120.105,VULN-11823,CRITICAL,open_port,Weak cipher detected,Fix config
235.148.135.92,VULN-11824,MEDIUM,weak_cipher,Misconfig found,Restrict port
123.127.69.230,VULN-11825,CRITICAL,weak_cipher,Open port exposed,Fix config
100.180.142.228,VULN-11826,MEDIUM,config_issue,Open port exposed,Restrict port
170.119.174.165,VULN-11827,MEDIUM,weak_cipher,Open port exposed,Restrict port
13.165.31.21,VULN-11828,MEDIUM,config_issue,Misconfig found,Restrict port
5.225.221.248,VULN-11829,HIGH,config_issue,Weak cipher detected,Fix config
144.45.131.7,VULN-11830,HIGH,config_issue,Weak cipher detected,Apply patch
178.34.194.208,VULN-11831,LOW,open_port,Misconfig found,Apply patch
180.227.209.30,VULN-11832,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
177.151.77.203,VULN-11833,CRITICAL,open_port,Misconfig found,Apply patch
161.200.248.70,VULN-11834,LOW,open_port,Weak cipher detected,Restrict port
52.210.110.15,VULN-11835,MEDIUM,config_issue,Open port exposed,Restrict port
99.74.205.63,VULN-11836,MEDIUM,config_issue,Misconfig found,Fix config
94.178.71.161,VULN-11837,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
254.27.23.13,VULN-11838,LOW,open_port,Misconfig found,Restrict port
139.5.31.89,VULN-11839,MEDIUM,open_port,Weak cipher detected,Apply patch
109.191.208.85,VULN-11840,LOW,open_port,Weak cipher detected,Apply patch
80.207.254.161,VULN-11841,MEDIUM,weak_cipher,Misconfig found,Apply patch
215.41.248.42,VULN-11842,HIGH,config_issue,Open port exposed,Apply patch
179.205.216.62,VULN-11843,CRITICAL,config_issue,Misconfig found,Apply patch
28.225.216.217,VULN-11844,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
97.250.118.171,VULN-11845,HIGH,weak_cipher,Weak cipher detected,Restrict port
184.105.18.103,VULN-11846,HIGH,weak_cipher,Weak cipher detected,Restrict port
192.11.35.11,VULN-11847,HIGH,weak_cipher,Misconfig found,Fix config
22.86.235.41,VULN-11848,LOW,open_port,Weak cipher detected,Fix config
222.61.43.189,VULN-11849,LOW,weak_cipher,Misconfig found,Fix config
52.146.23.227,VULN-11850,LOW,config_issue,Open port exposed,Restrict port
190.61.169.33,VULN-11851,HIGH,open_port,Misconfig found,Fix config
168.107.153.198,VULN-11852,HIGH,config_issue,Open port exposed,Restrict port
105.1.38.122,VULN-11853,LOW,config_issue,Misconfig found,Restrict port
202.205.147.5,VULN-11854,CRITICAL,open_port,Weak cipher detected,Fix config
213.155.111.122,VULN-11855,CRITICAL,config_issue,Weak cipher detected,Fix config
200.34.3.138,VULN-11856,LOW,weak_cipher,Misconfig found,Apply patch
142.78.36.127,VULN-11857,HIGH,weak_cipher,Open port exposed,Fix config
92.129.106.156,VULN-11858,LOW,config_issue,Weak cipher detected,Restrict port
211.74.167.5,VULN-11859,MEDIUM,config_issue,Misconfig found,Fix config
205.120.231.150,VULN-11860,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
164.39.118.4,VULN-11861,CRITICAL,open_port,Open port exposed,Restrict port
19.244.61.14,VULN-11862,LOW,open_port,Open port exposed,Fix config
81.15.221.12,VULN-11863,CRITICAL,open_port,Open port exposed,Apply patch
79.246.157.189,VULN-11864,LOW,open_port,Open port exposed,Fix config
71.66.111.218,VULN-11865,CRITICAL,open_port,Open port exposed,Fix config
226.130.250.90,VULN-11866,CRITICAL,open_port,Weak cipher detected,Apply patch
129.12.215.215,VULN-11867,LOW,config_issue,Misconfig found,Restrict port
187.200.132.240,VULN-11868,LOW,config_issue,Misconfig found,Fix config
156.126.185.175,VULN-11869,MEDIUM,weak_cipher,Open port exposed,Fix config
6.123.241.176,VULN-11870,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
29.45.97.83,VULN-11871,CRITICAL,config_issue,Weak cipher detected,Restrict port
55.7.213.102,VULN-11872,HIGH,open_port,Open port exposed,Fix config
92.247.57.70,VULN-11873,MEDIUM,config_issue,Open port exposed,Restrict port
142.74.35.221,VULN-11874,LOW,weak_cipher,Misconfig found,Fix config
244.210.158.44,VULN-11875,CRITICAL,config_issue,Misconfig found,Restrict port
19.129.250.41,VULN-11876,CRITICAL,open_port,Open port exposed,Restrict port
243.6.241.21,VULN-11877,HIGH,config_issue,Misconfig found,Restrict port
112.140.8.249,VULN-11878,CRITICAL,weak_cipher,Weak cipher detected,Fix config
177.172.127.241,VULN-11879,CRITICAL,open_port,Misconfig found,Restrict port
